transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,taux_interet
TXN000181,CLI0111,2023-02-09 14:37:00,-1317.18,EUR,1.0,-1317.18,Remboursement credit,Credit Consommation,Paris-Centre,Debit,Complete,617.0,,37641.04,
TXN001469,CLI0004,2024-02-10 17:09:00,857.95,USD,1.08,794.4,Virement international,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,,,17530.26,
TXN000502,CLI0125,2023-01-03 02:45:00,1972.68,EUR,1.0,1972.68,Prelevement,Compte Epargne,Lille-Grand-Place,Credit,Complete,810.0,Premium,39632.81,
TXN001788,CLI0104,2022-08-03 07:27:00,1678.84,EUR,1.0,1678.84,Depot especes,Livret A,Nantes-Commerce,Credit,Complete,690.0,,3811.84,
TXN001079,CLI0094,2022-12-15 11:41:00,"509,84",EUR,1.0,509.84,Remboursement credit,PEA,Paris-Centre,Credit,Complete,435.0,Risque,18961.14,
TXN001022,CLI0140,2022-03-01 19:57:00,2154.27,EUR,1.0,2154.27,Prelevement,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,609.0,Standard,6669.25,
TXN000026,CLI0106,2024-08-26 22:58:00,-2443.66,EUR,1.0,-2443.66,Virement,Credit Immobilier,Nantes-Commerce,Debit,Complete,652.0,Standard,1947.28,
TXN000204,CLI0073,2023-09-10 06:33:00,0.0,GBP,0.86,-2140.03,Virement,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,747.0,Premium,2823.0,
TXN000441,CLI0074,2023-10-11 08:33:00,1746.67,EUR,1.0,1746.67,Remboursement credit,Credit Immobilier,,Credit,Complete,633.0,Standard,24870.21,
TXN000825,CLI0020,2022-11-01 20:09:00,-994.76,GBP,0.86,-1156.7,Virement,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,660.0,Standard,5746.89,
TXN001144,CLI0011,2024-06-20 14:36:00,-88888.0,EUR,1.0,-6934.61,Virement international,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,672.0,,31443.11,
TXN000352,CLI0004,2023-08-06 23:53:00,1699.39,CHF,0.97,1751.95,Prelevement,PEA,Bordeaux-Meriadeck,Credit,Rejete,586.0,Standard,13897.74,
TXN000192,CLI0106,2022-09-17 22:55:00,-441.44,MAD,10.85,-40.69,Virement,PEA,Nantes-Commerce,Debit,Complete,652.0,Standard,38097.53,
TXN000330,CLI0024,2022-01-22 21:15:00,2551.55,EUR,1.0,2551.55,Remboursement credit,Credit Immobilier, Lyon-Part-Dieu ,Credit,Complete,592.0,Standard,7104.5,
TXN001445,CLI0144,2023-03-28 10:42:00,338.02,EUR,1.0,338.02,Retrait DAB,Credit Consommation,Paris-Centre,Credit,En attente,361.0,Risque,26058.41,
TXN000108,CLI0103,2024-11-20 17:06:00,-991.39,USD,1.08,-917.95,Depot especes,Assurance Vie,Paris-Centre,Debit,Complete,683.0,Standard,7129.79,
TXN001324,CLI0141,2022-11-11 12:21:00,-1998.82,MAD,10.85,-184.22,Prelevement,Assurance Vie,Lille-Grand-Place,Debit,Complete,726.0,Premium,38129.23,
TXN000747,CLI0122,2022-01-07 20:52:00,1000.44,USD,1.08,926.33,Remboursement credit,Compte Courant,Nantes-Commerce,Credit,Rejete,824.0,Premium,36817.07,
TXN001658,CLI0039,2024-03-15 14:14:00,2394.01,EUR,1.0,2394.01,Prelevement,Compte Courant,Lille-Grand-Place,Credit,Complete,,Standard,33949.08,
TXN001495,CLI0094,2023-08-13 05:32:00,"1205,4",USD,1.08,1116.11,Virement international,Livret A,Paris-Centre,Credit,Rejete,435.0,Risque,40639.65,
TXN001614,CLI0111,2023-08-26 17:09:00,1164.87,EUR,1.0,1164.87,Remboursement credit,Compte Epargne,Paris-Centre,Credit,Complete,617.0,Standard,30385.97,
TXN001225,CLI0087,2024-03-14 05:19:00,418.29,EUR,1.0,418.29,Retrait DAB,Assurance Vie,Toulouse-Capitole,Credit,Complete,607.0,STANDARD,24378.09,
TXN001828,CLI0137,2023-11-29 05:06:00,-358.05,GBP,0.86,-416.34,Retrait DAB,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,725.0,Premium,14596.42,
TXN001114,CLI0117,2024-05-10 12:54:00,-345.19,EUR,1.0,-345.19,Virement,Assurance Vie,Lille-Grand-Place,Debit,Complete,643.0,Standard,21764.03,
TXN001778,CLI0081,2024-03-05 20:25:00,2397.8,USD,1.08,2220.19,Virement international,Assurance Vie,Toulouse-Capitole,Credit,Complete,617.0,,6025.72,
TXN001066,CLI0103,2023-11-16 14:41:00,102.69,EUR,1.0,102.69,Paiement CB,Compte Epargne,Paris-Centre,Credit,Complete,,Standard,20963.19,
TXN001133,CLI0109,2024-03-31 09:24:00,452.46,EUR,1.0,452.46,Retrait DAB,Credit Auto,Lyon-Part-Dieu,Credit,Complete,701.0,Standard,6892.38,
TXN001851,CLI0138,2024-11-08 14:48:00,-149.42,CHF,0.97,-154.04,Paiement CB,PEA,Bordeaux-Meriadeck,Debit,Complete,749.0,Premium,35374.9,
TXN000406,CLI0014,2023-10-16 17:36:00,-91.8,EUR,1.0,-91.8,Paiement CB,Credit Consommation,,Debit,Complete,673.0,Standard,33714.4,
TXN001825,CLI0075,13/10/2024 02:47,250.01,GBP,0.86,290.71,Paiement CB,Credit Immobilier,Nice-Massena,Credit,Complete,,Standard,19934.78,
TXN000437,CLI0090,2022-03-08 21:36:03,-2522.14,EUR,1.0,-2522.14,Virement,Livret A,Nantes-Commerce,Debit,Complete,682.0,Standard,20906.15,
TXN001202,CLI0075,2022-11-24 04:10:00,-219.29,EUR,1.0,-219.29,Paiement CB,Compte Epargne,Nice-Massena,Debit,Complete,647.0,Standard,27660.83,
TXN000792,CLI0069,2024-06-18 05:08:00,-1093.53,MAD,10.85,-100.79,Prelevement,PEA,Marseille-Vieux-Port,Debit,En attente,647.0,Standard,35490.05,
TXN001879,CLI0059,2024-11-10 13:17:00,235.54,EUR,1.0,235.54,Paiement CB,Credit Immobilier,Paris-Centre,Credit,Complete,594.0,Standard,28746.8,
TXN001007,CLI0108,2022-08-29 13:18:00,2173.83,EUR,1.0,2173.83,Remboursement credit,Assurance Vie,Paris-Centre,Credit,Complete,375.0,,30793.51,
TXN001955,CLI0084,2023-12-18 19:46:00,314.12,EUR,1.0,314.12,Paiement CB,PEA,Marseille-Vieux-Port,Credit,Complete,,STANDARD,30220.79,
TXN000015,CLI0146,2024-08-17 22:19:00,355.87,EUR,1.0,355.87,Paiement CB,Credit Auto,Toulouse-Capitole,Credit,Complete,583.0,Standard,29942.03,
TXN000452,CLI0023,2022-04-05 03:33:00,6176.21,EUR,1.0,6176.21,Virement international,Compte Courant,Marseille-Vieux-Port,Credit,Complete,636.0,Standard,15675.93,
TXN000525,CLI0084,2024-12-21 17:28:00,-200000.0,EUR,1.0,1401.12,Interets,Assurance Vie,Marseille-Vieux-Port,Credit,Complete,684.0,,13074.37,
TXN000113,CLI0099,2023-07-27 19:43:00,-1852.58,USD,1.08,-1715.35,Interets,Livret A, Nantes-Commerce ,Debit,Complete,664.0,,39765.37,
TXN001566,CLI0042,2022-08-10 07:13:00,-248.05,USD,1.08,-229.68,Retrait DAB,Compte Courant,Bordeaux-Meriadeck,Debit,Complete,638.0,Standard,49052.53,
TXN000584,CLI0061,2022-11-25 14:40:00,172.25,EUR,1.0,172.25,Paiement CB,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,341.0,Risque,13774.42,
TXN001382,CLI0070,2024-06-16 04:01:00,2353.97,EUR,1.0,2353.97,Depot especes,Compte Epargne,Nantes-Commerce,Credit,Complete,425.0,Risque,47430.92,
TXN000279,CLI0137,2022-04-09 21:06:00,-1978.02,EUR,1.0,-1978.02,Virement,Livret A,Marseille-Vieux-Port,Debit,Complete,725.0,,19074.66,
TXN001331,CLI0040,2024-11-01 11:26:00,-2240.44,USD,1.08,-2074.48,Prelevement,PEA,Nice-Massena,Debit,Complete,491.0,Risque,12200.46 EUR,
TXN001673,CLI0015,2023-04-18 14:29:00,-3784.87,USD,1.08,-3504.51,Virement international,Livret A,Lyon-Part-Dieu,Debit,Complete,648.0,Standard,11289.82,
TXN000031,CLI0092,2023-05-16 16:26:00,4614.24,EUR,1.0,4614.24,Virement international,Credit Immobilier,Nantes-Commerce,Credit,Complete,717.0,Standard,30513.64,
TXN000698,CLI0054,2024-08-17 23:52:00,1411.13,EUR,1.0,1411.13,Interets,PEA,Bordeaux-Meriadeck,Credit,Complete,347.0,Risque,21496.77,
TXN001099,CLI0071,2023-08-06 03:30:00,1247.42,EUR,1.0,1247.42,Virement international,PEA, Paris-Centre ,Credit,Rejete,797.0,Premium,36649.21,
TXN000539,CLI0063,2023-07-22 15:04:00,-1816.73,EUR,1.0,-1816.73,Virement,Credit Auto,Paris-Centre,Debit,Complete,426.0,,43430.46,
TXN001735,CLI0135,2022-04-08 18:21:00,-1526.49,EUR,1.0,-1526.49,Depot especes,Credit Auto,Nantes-Commerce,Debit,Complete,593.0,Standard,11004.46,
TXN001966,CLI0089,2023-07-06 08:05:00,150000.0,EUR,1.0,97.61,Retrait DAB,Credit Auto,Bordeaux-Meriadeck,Credit,Complete,638.0,Standard,37592.71,
TXN001627,CLI0116,2024-05-09 02:24:00,-471.97,EUR,1.0,-471.97,Retrait DAB,PEA,Nice-Massena,Debit,Complete,620.0,Standard,3388.96,
TXN001208,CLI0007,2022-12-08 01:41:00,-754.47,EUR,1.0,-754.47,Interets,Credit Auto,Nantes-Commerce,Debit,Rejete,635.0,Standard,16942.14,
TXN000159,CLI0142,2022-01-20 22:10:00,293.92,EUR,1.0,293.92,Interets,PEA,Toulouse-Capitole,Credit,Complete,676.0,Standard,42912.22,
TXN001567,CLI0012,2024-11-12 03:25:00,179.58,EUR,1.0,179.58,Paiement CB,Compte Courant, Lille-Grand-Place ,Credit,En attente,778.0,Premium,18079.78,
TXN001502,CLI0002,2022-05-01 12:47:00,-23.9,EUR,1.0,-23.9,Paiement CB,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,606.0,Standard,24527.94,
TXN000969,CLI0093,2022-08-25 22:15:00,233.6,EUR,1.0,233.6,Retrait DAB,Compte Epargne,Marseille-Vieux-Port,Credit,Complete,786.0,Premium,17664.03,
TXN001639,CLI0021,2022-11-23 06:36:00,1625.62,MAD,10.85,149.83,Virement international,Compte Courant,Marseille-Vieux-Port,Credit,Complete,697.0,Standard,16731.99,
TXN000004,CLI0076,2023-05-14 09:42:00,-299.15,EUR,1.0,-299.15,Retrait DAB,PEA,Lyon-Part-Dieu,Debit,Complete,326.0,Risque,37322.18,
TXN000120,CLI0123,2022-12-21 14:58:00,-1622.72,EUR,1.0,-1622.72,Remboursement credit,Assurance Vie,Bordeaux-Meriadeck,Debit,Complete,595.0,Standard,9693.98,
TXN000342,CLI0139,2024-06-02 16:26:00,-1142.61,CHF,0.97,-1177.95,Virement,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,674.0,Standard,40134.78,
TXN000710,CLI0062,2023-08-21 21:58:00,246.89,EUR,1.0,246.89,Depot especes,Credit Consommation,Toulouse-Capitole,Credit,En attente,640.0,Standard,20622.78,
TXN000582,CLI0009,2023-05-06 08:35:00,1184.84,USD,1.08,1097.07,Virement,PEA,Nice-Massena,Credit,En attente,591.0,,34293.89,
TXN001843,CLI0111,2023-08-21 14:42:00,776.62,EUR,1.0,776.62,Prelevement,Compte Epargne,Paris-Centre,Credit,Complete,,Standard,12046.5,
TXN001528,CLI0089,2024-10-13 00:49:00,336.65,USD,1.08,311.71,Depot especes,Livret A,Bordeaux-Meriadeck,Credit,Complete,638.0,Standard,9618.75,
TXN001597,CLI0027,2024-03-22 14:30:00,-1540.21,USD,1.08,-1426.12,Prelevement,Livret A,Lyon-Part-Dieu,Debit,Complete,305.0,Risque,17332.48,
TXN001742,CLI0077,2023-11-02 12:24:00,-126.22,EUR,1.0,-126.22,Retrait DAB,PEA,Paris-Centre,Debit,Complete,322.0,RISQUE,10314.71,
TXN000386,CLI0112,2023-07-20 18:07:00,-3287.3,EUR,1.0,-3287.3,Virement international,Compte Courant,Marseille-Vieux-Port,Debit,Complete,636.0,Standard,34568.5,
TXN000075,CLI0093,2023-01-05 06:21:00,-2845.62,EUR,1.0,-2845.62,Virement,Credit Consommation,Marseille-Vieux-Port,Debit,Rejete,786.0,Premium,7831.76,
TXN000183,CLI0100,2023-12-14 11:54:00,-1400.69,EUR,1.0,-1400.69,Remboursement credit,Assurance Vie,Lille-Grand-Place,Debit,En attente,656.0,Standard,29549.4,
TXN001212,CLI0022,2022-08-21 00:51:00,1202.5,GBP,0.86,1398.26,Virement international,Credit Consommation,Toulouse-Capitole,Credit,Complete,787.0,Premium,18732.08,
TXN000881,CLI0099,2023-12-24 11:57:00,-1916.46,EUR,1.0,-1916.46,Remboursement credit,Credit Immobilier,Nantes-Commerce,Debit,En attente,664.0,Standard,47909.06,
TXN000343,CLI0098,2022-07-20 13:08:00,2185.24,EUR,1.0,2185.24,Virement international,Livret A,Bordeaux-Meriadeck,Credit,Complete,580.0,Standard,43850.64,
TXN000661,CLI0067,2023-10-21 10:13:03,1406.41,EUR,1.0,1406.41,Interets,Compte Courant,Paris-Centre,Credit,En attente,337.0,Risque,6772.91,
TXN000847,CLI0032,2023-08-11 12:26:00,2578.15,EUR,1.0,2578.15,Interets,Credit Immobilier,Paris-Centre,Credit,Complete,621.0,Standard,25672.71,
TXN000955,CLI0079,2023-12-14 00:58:00,1845.78,EUR,1.0,1845.78,Virement,Assurance Vie,Paris-Centre,Credit,Complete,689.0,Standard,29588.84,
TXN000933,CLI0041,2022-08-06 15:59:00,-346.07,EUR,1.0,-346.07,Retrait DAB,Credit Consommation,Bordeaux-Meriadeck,Debit,Rejete,643.0,Standard,40446.92,
TXN000267,CLI0007,2023-06-16 13:25:00,-1195.41,MAD,10.85,-110.18,Interets,Credit Consommation, Nantes-Commerce ,Debit,Complete,635.0,Standard,35697.13,
TXN000052,CLI0076,2024-05-31 03:50:03,2120.25,EUR,1.0,2120.25,Interets,Credit Consommation,Lyon-Part-Dieu,Credit,Complete,326.0,Risque,44415.74,
TXN000125,CLI0121,2022-10-09 00:35:00,-2934.84,USD,1.08,-2717.44,Prelevement,Credit Auto,Marseille-Vieux-Port,Debit,Complete,818.0,Premium,10052.85,
TXN001088,CLI0117,2024-04-13 19:17:00,-1503.19,EUR,1.0,-1503.19,Virement,Credit Auto,Lille-Grand-Place,Debit,Complete,,Standard,47576.64,
TXN000419,CLI0008,2023-12-01 12:42:00,85.89,EUR,1.0,85.89,Paiement CB,Credit Consommation,Nantes-Commerce,Credit,Complete,744.0,Premium,28687.64,
TXN000283,CLI0061,2022-07-02 03:53:00,-1743.75,EUR,1.0,-1743.75,Virement,Livret A,Marseille-Vieux-Port,Debit,Complete,,Risque,3844.91,
TXN001156,CLI0094,2024-01-17 07:20:00,-279.38,EUR,1.0,-279.38,Paiement CB,Credit Immobilier,Paris-Centre,Debit,Complete,435.0,Risque,41389.65,
TXN001681,CLI0066,2022-10-09 23:21:00,471.6,USD,1.08,436.67,Retrait DAB,PEA,Nice-Massena,Credit,Complete,656.0,STANDARD,7650.15,
TXN000597,CLI0129,2024-08-16 04:05:00,-986.09,CHF,0.97,-1016.59,Interets,Credit Immobilier,Paris-Centre,Debit,Complete,573.0,Risque,15732.15,
TXN001459,CLI0044,2024-04-01 03:29:00,-281.45,EUR,1.0,-281.45,Retrait DAB,Compte Courant,Lyon-Part-Dieu,Debit,Complete,469.0,Risque,49805.93,
TXN001743,CLI0047,2022-11-19 21:47:00,85.15,GBP,0.86,99.01,Retrait DAB,Credit Consommation,Lyon-Part-Dieu,Credit,Complete,397.0,,14708.48,
TXN000652,CLI0007,2022-07-06 03:06:00,-4425.88,EUR,1.0,-4425.88,Virement international,Credit Immobilier,Nantes-Commerce,Debit,Complete,635.0,Standard,4572.47,
TXN000674,CLI0022,2024-02-12 10:56:00,-2550.69,CHF,0.97,-2629.58,Virement,Credit Immobilier,Toulouse-Capitole,Debit,Complete,787.0,Premium,40139.12,
TXN000759,CLI0040,2023-04-06 22:47:00,45.23,GBP,0.86,52.59,Retrait DAB,Credit Immobilier,Nice-Massena,Credit,Complete,491.0,Risque,36397.03,
TXN001816,CLI0064,2023-10-20 17:20:00,1533.56,EUR,1.0,1533.56,Virement international,Assurance Vie,Lille-Grand-Place,Credit,Complete,800.0,Premium,42100.74,
TXN001177,CLI0046,2022-04-02 06:06:00,-3766.42,USD,1.08,-3487.43,Virement international,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,841.0,Premium,3740.88,
TXN000577,CLI0022,2022-05-11 13:57:00,3034.79,EUR,1.0,3034.79,Virement international,Livret A,,Credit,Complete,787.0,Premium,42006.54,
TXN001700,CLI0046,2023-01-17 10:29:00,2004.58,EUR,1.0,2004.58,Depot especes,Livret A,Bordeaux-Meriadeck,Credit,Complete,,PREMIUM,30250.34,
TXN001781,CLI0131,2024-07-03 04:52:00,"2293,04",EUR,1.0,2293.04,Prelevement,Assurance Vie,Marseille-Vieux-Port,Credit,Complete,838.0,Premium,26389.61,
TXN001167,CLI0002,2022-02-26 18:36:00,-3123.72,EUR,1.0,-3123.72,Virement international,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,,Standard,31081.53,
TXN001377,CLI0004,2023-02-27 14:09:00,483.61,EUR,1.0,483.61,Remboursement credit,Livret A,Bordeaux-Meriadeck,Credit,Complete,586.0,Standard,16323.07,
TXN000822,CLI0029,2022-08-14 07:06:00,-2871.58,EUR,1.0,-2871.58,Interets,Livret A,Paris-Centre,Debit,Complete,696.0,Standard,6005.71,
TXN000384,CLI0064,2022-07-12 16:42:00,-2947.24,EUR,1.0,-2947.24,Virement,Assurance Vie,Lille-Grand-Place,Debit,En attente,800.0,Premium,8014.71,
TXN000719,CLI0102,2023-03-14 03:22:00,-1003.94,EUR,1.0,-1003.94,Remboursement credit,PEA,Marseille-Vieux-Port,Debit,Complete,,Standard,10717.12,
TXN001454,CLI0083,2022-12-29 20:33:00,627.9,EUR,1.0,627.9,Virement,Credit Auto,Lyon-Part-Dieu,Credit,Complete,643.0,Standard,31386.19,
TXN000392,CLI0017,2024-10-15 17:09:00,-1858.47,EUR,1.0,-1858.47,Remboursement credit,PEA,Bordeaux-Meriadeck,Debit,Complete,649.0,Standard,26207.71,
TXN000995,CLI0051,2024-03-21 22:14:00,-906.05,GBP,0.86,-1053.55,Depot especes,PEA,Marseille-Vieux-Port,Debit,Complete,,Premium,10859.19,
TXN000058,CLI0080,2023-01-07 04:36:00,-5327.29,EUR,1.0,-5327.29,Virement international,Compte Courant,,Debit,Complete,758.0,Premium,26571.09,
TXN001874,CLI0092,2022-03-17 04:06:00,1029.14,EUR,1.0,1029.14,Virement international,PEA,Nantes-Commerce,Credit,Rejete,717.0,STANDARD,26897.5,
TXN000722,CLI0035,2023-10-14 21:30:00,-726.61,EUR,1.0,-726.61,Virement international,Credit Auto,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,32065.54,
TXN001877,CLI0131,01/07/2022 18:07,-294.51,EUR,1.0,-294.51,Retrait DAB,Credit Immobilier,Marseille-Vieux-Port,Debit,Complete,838.0,Premium,15108.7,
TXN001442,CLI0076,2023-09-27 18:39:00,2387.28,USD,1.08,2210.44,Virement,Credit Immobilier,Lyon-Part-Dieu,Credit,En attente,326.0,Risque,5506.91,
TXN000545,CLI0135,2022-06-06 03:52:00,-437.13,EUR,1.0,-437.13,Prelevement,PEA,,Debit,Complete,593.0,Standard,18192.17,
TXN001651,CLI0105,2022-01-27 20:01:00,-1223.46,EUR,1.0,-1223.46,Interets,Compte Courant,Nice-Massena,Debit,Complete,634.0,Standard,19404.18,
TXN000999,CLI0006,2023-02-20 03:16:00,485.25,EUR,1.0,485.25,Paiement CB,Compte Epargne,Toulouse-Capitole,Credit,Complete,620.0,Standard,4743.81,
TXN000117,CLI0107,2022-02-24 19:30:00,147.45,USD,1.08,136.53,Paiement CB,Credit Consommation,Lille-Grand-Place,Credit,Complete,420.0,Risque,29217.81,
TXN001354,CLI0085,2023-02-15 00:43:00,-1317.03,EUR,1.0,-1317.03,Depot especes,Credit Consommation,Toulouse-Capitole,Debit,En attente,390.0,Risque,1132.48,
TXN000270,CLI0096,2024-08-07 03:30:03,45.76,EUR,1.0,45.76,Paiement CB,Livret A,Lyon-Part-Dieu,Credit,Complete,710.0,Standard,9807.74,
TXN000723,CLI0060,2022-09-12 09:15:00,2226.84,EUR,1.0,2226.84,Virement,Livret A,Marseille-Vieux-Port,Credit,Complete,842.0,Premium,18788.73,
TXN001484,CLI0136,2024-10-30 03:35:00,-5742.8,EUR,1.0,-5742.8,Virement international,Compte Courant,Paris-Centre,Debit,Rejete,590.0,Standard,24532.64,
TXN000082,CLI0026,2022-10-09 01:18:00,-7355.69,USD,1.08,-6810.82,Virement international,Credit Immobilier,Lille-Grand-Place,Debit,Complete,699.0,Standard,23508.6,
TXN001675,CLI0011,2024-12-23 06:07:00,-2835.13,EUR,1.0,-2835.13,Depot especes,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,672.0,Standard,37119.52,
TXN001368,CLI0021,2023-09-30 17:48:00,279.83,EUR,1.0,279.83,Retrait DAB,Assurance Vie,Marseille-Vieux-Port,Credit,En attente,697.0,Standard,32929.2,
TXN001363,CLI0002,2022-06-24 04:53:00,-948.62,GBP,0.86,-1103.05,Virement international,Livret A,Lyon-Part-Dieu,Debit,Complete,606.0,Standard,23724.15,
TXN000753,CLI0017,2024-02-21 20:41:00,6323.64,eur,1.0,6323.64,Virement international,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,649.0,Standard,11255.19,
TXN001937,CLI0079,2023-01-16 14:18:00,414.24,EUR,1.0,414.24,Retrait DAB,PEA,Paris-Centre,Credit,Complete,689.0,Standard,33618.78,
TXN001330,CLI0014,2023-06-12 03:52:00,-91.03,GBP,0.86,-105.85,Paiement CB,Credit Consommation,Marseille-Vieux-Port,Debit,En attente,673.0,,12512.03,
TXN000397,CLI0135,2023-01-02 17:47:00,287.91,EUR,1.0,287.91,Retrait DAB,PEA,Nantes-Commerce,Credit,Complete,593.0,Standard,35157.27,
TXN001367,CLI0036,2022-07-14 08:49:00,1034.67,EUR,1.0,1034.67,Prelevement,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,572.0,,29153.19,
TXN000521,CLI0135,2024-12-25 21:52:00,-1621.92,EUR,1.0,-1621.92,Prelevement,PEA,Nantes-Commerce,Debit,Complete,593.0,Standard,47273.73,
TXN000019,CLI0103,2023-10-07 08:20:00,391.97,EUR,1.0,391.97,Virement,Compte Courant,Paris-Centre,Credit,Complete,683.0,Standard,27175.42,
TXN001053,CLI0127,2023-12-09 14:44:00,1870.86,CHF,0.97,1928.72,Remboursement credit,Credit Auto,Nice-Massena,Credit,Complete,691.0,Standard,16396.77,
TXN000437,CLI0090,2022-03-08 21:36:00,-2522.14,EUR,1.0,-2522.14,Virement,Livret A, Nantes-Commerce ,Debit,Complete,682.0,Standard,20906.15,
TXN000272,CLI0118,2023-01-05 02:31:00,1031.26,EUR,1.0,1031.26,Depot especes,PEA,Lille-Grand-Place,Credit,Complete,641.0,Standard,335.2,
TXN001695,CLI0072,2024-01-13 21:17:00,-5965.17,EUR,1.0,-5965.17,Virement international,Credit Auto,Marseille-Vieux-Port,Debit,Complete,606.0,Standard,42222.66,
TXN000489,CLI0028,2022-07-31 01:04:00,257.72,USD,1.08,238.63,Interets,Credit Auto,Lyon-Part-Dieu,Credit,Complete,667.0,,24935.3,
TXN001796,CLI0035,2024-08-31 04:48:00,-1871.16,EUR,1.0,-1871.16,Virement,Assurance Vie,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,21949.85,
TXN001112,CLI0103,19/02/2024 18:52,79.83,EUR,1.0,79.83,Retrait DAB,Livret A,Paris-Centre,Credit,Complete,683.0,Standard,10560.93,
TXN001308,CLI0024,2022-04-13 08:05:00,-1599.5,EUR,1.0,-1599.5,Depot especes,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,592.0,Standard,42939.16,
TXN001300,CLI0070,2023-05-20 13:14:00,763.97,EUR,1.0,763.97,Interets,Credit Immobilier,Nantes-Commerce,Credit,En attente,425.0,Risque,14045.59,
TXN000641,CLI0034,2022-06-09 11:43:00,"1602,45",EUR,1.0,1602.45,Interets,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,457.0,Risque,29256.76,
TXN001032,CLI0074,2024-10-28 17:53:00,-376.7,EUR,1.0,-376.7,Retrait DAB,Credit Consommation,Nantes-Commerce,Debit,Complete,633.0,Standard,23437.64,
TXN000779,CLI0142,2022-04-09 05:20:00,-474.32,EUR,1.0,-474.32,Paiement CB,PEA,Toulouse-Capitole,Debit,Complete,676.0,Standard,33922.81,
TXN001074,CLI0038,2022-08-17 23:10:00,195.9,USD,1.08,181.39,Paiement CB,Credit Immobilier,Bordeaux-Meriadeck,Credit,En attente,,Risque,39798.1,
TXN001978,CLI0015,2023-08-17 13:17:00,"-219,12",EUR,1.0,-219.12,Depot especes,PEA,Lyon-Part-Dieu,Debit,Complete,,Standard,26567.2,
TXN001233,CLI0016,2022-01-07 10:22:00,-2483.27,EUR,1.0,-2483.27,Interets,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,716.0,Standard,47837.71,
TXN000465,CLI0116,2024-07-04 06:13:00,-347.13,EUR,1.0,-347.13,Paiement CB,Assurance Vie,Nice-Massena,Debit,En attente,620.0,Standard,46840.16,
TXN000223,CLI0054,2023-06-27 03:05:03,514.97,EUR,1.0,514.97,Interets,Compte Courant,Bordeaux-Meriadeck,Credit,Complete,347.0,Risque,42843.01,
TXN000178,CLI0037,2024-07-21 06:33:00,-3966.82,EUR,1.0,-3966.82,Virement international,Credit Auto,Lille-Grand-Place,Debit,Complete,622.0,Standard,22677.11 EUR,
TXN000895,CLI0053,09/10/2024 01:13,-88.73,EUR,1.0,-88.73,Prelevement,Compte Epargne,Paris-Centre,Debit,Complete,605.0,Standard,5316.28,
TXN001005,CLI0132,2024-05-21 22:04:00,1158.27,CHF,0.97,1194.09,Prelevement,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,663.0,Standard,6161.74,
TXN000238,CLI0045,2023-08-27 04:11:00,2200.05,EUR,1.0,2200.05,Remboursement credit,Compte Epargne, Bordeaux-Meriadeck ,Credit,Complete,704.0,Standard,38564.44,
TXN001523,CLI0136,2023-02-10 19:47:00,-2202.56,CHF,0.97,-2270.68,Interets,Credit Consommation,Paris-Centre,Debit,Complete,590.0,Standard,16931.93,
TXN000959,CLI0004,2023-10-20 08:54:00,-577.41,EUR,1.0,-577.41,Prelevement,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,586.0,Standard,1946.49,
TXN000286,CLI0092,2023-07-04 23:05:00,-1149.24,MAD,10.85,-105.92,Interets,Livret A,Nantes-Commerce,Debit,Complete,,Standard,48119.27,
TXN001295,CLI0150,2024-05-11 06:17:00,-44.48,EUR,1.0,-44.48,Paiement CB,Credit Auto,Nantes-Commerce,Debit,Complete,648.0,Standard,23870.77,
TXN000029,CLI0098,2024-09-26 17:02:00,-5016.18,EUR,1.0,-5016.18,Virement international,Assurance Vie,Bordeaux-Meriadeck,Debit,Rejete,580.0,Standard,37363.64,
TXN000639,CLI0149,2023-08-06 21:50:00,411.24,EUR,1.0,411.24,Retrait DAB,Credit Immobilier,Nice-Massena,Credit,Complete,575.0,Risque,26031.37,
TXN001537,CLI0024,2024-11-23 01:34:00,-88.73,EUR,1.0,-88.73,Interets,PEA,Lyon-Part-Dieu,Debit,Complete,592.0,Standard,7491.79,
